scenario	p_vent_gauge_bar	p_vent_gauge_psig	alpha	gamma_0bar	no_vent_limit_L	return_nonnegative_limit_L	return_plus10mbar_limit_L	return_plus20mbar_limit_L
ideal_vent	0	0	1.41862477884244	1.41862477884244	15.2765143296498	52.5530286592997	50.8522940580825	49.2581879379123
vent_2psig	0.1378951458	2	1.41862477884244	1.2014780756845	15.2765143296498	109.193022244518	103.123835494429	97.6938006073621
